question,answer,answerKey
"Bir laboratuvar grubu, bir sınıf penceresinin yakınında yetişen dört bitkinin büyüme oranlarını araştırıyor. Grubun vardığı sonuç, aşağıdaki kaynaklardan hangisinden elde edilen benzer verilerle en çok güçlenir?
Şıklar:
A. aynı soruyu araştıran diğer laboratuvar grupları
B. bir kitapta yayınlanan bitkilerin ortalama büyüme oranları
C. aynı ortamda farklı bitkiler üzerinde yapılan bir deney
D. daha büyük bitkilerle yapılan yeni bir deney",aynı soruyu araştıran diğer laboratuvar grupları,A
"Yellowstone Ulusal Parkı'nda onlarca yıldır bulunmayan gri kurtlar yeniden bölgeye getiriliyor. Kurt popülasyonları arttıkça, geyik ve bizon popülasyonları azalmaya başlıyor. Yellowstone Parkı'nda kurtların yeniden üretilmesinin ortaya çıkarması muhtemel bir başka sonuç hangisidir?
Şıklar:
A. Hem geyiklerin hem de bizonların neslinin tükenmesi.
B. Çöpçülerin popülasyonunun azalması.
C. Ayılar ve çakalların sayısının artması.
D. Geyik ve bizon tarafından tüketilen bitkilerin popülasyonlarının artması.",Geyik ve bizon tarafından tüketilen bitkilerin popülasyonlarının artması.,D
"Levrek tenyaları levrek balıklarının solungaçlarına ve bağırsaklarına yapışır. Bu solucanlar levreklerden besin alarak hayatta kalırlar. Bu ne tür bir ilişkiyi temsil ediyor?
Şıklar:
A. YAĞMA
B. parazitlik
C. mutualizm
D. komensalizm",parazitlik,B
"Bir bilim insanı laboratuvarda bir keşif yaptığını iddia ediyor. Bilim adamının keşfinin geçerli olduğunu kanıtlamak için neye ihtiyacı vardır?
Şıklar:
A. keşifte kullanılan adımları gösteren diyagramlar
B. verilerin tutarlı olduğunu gösteren doğru kayıtlar
C. bilim insanının iyi tanındığını gösteren belgeler
D. Keşifte kullanılan ekipmanın yüksek kalitede olduğunun kanıtı",verilerin tutarlı olduğunu gösteren doğru kayıtlar,B
"Dünya ısıyı uzaya yaydığına göre, Dünya'nın yüzeyi neden soğumuyor?
Şıklar:
A. Dünya sürekli olarak Güneş'ten daha fazla ısı alır.
B. Dünya, fotosentez yoluyla ısı sağlayan ormanlara sahiptir.
C. Dünya'da ısı depolayan okyanuslar vardır.
D. Dünya erimiş lavlardan ekstra ısı emer.",Dünya sürekli olarak Güneş'ten daha fazla ısı alır.,A
"Hangi sistem 98,6°F'lik normal vücut sıcaklığının korunmasına yardımcı olur?
Şıklar:
A. iskelet sistemi
B. Sindirim Sistemi
C. endokrin sistem
D. üreme sistemi",endokrin sistem,C
"Bir öğrenci, şekerin suda ne kadar çözünebileceğini görmek için bir deney yapmıştır. Öğrenci suya kaç çay kaşığı şeker eklendiğini yazmıştır. Öğrencinin bu bilgiyi kaydetmesinin en olası nedeni nedir?
Şıklar:
A. hangi tür suyun kullanılacağını görmek için
B. hangi tür şeker kullanacağınızı bilmek için
C. deneyin bir modelini oluşturmak için
D. deneyi tekrarlayabilmek için",deneyi tekrarlayabilmek için,D
"Bir hava ortamından bir su ortamına geçen ışık dalgaları
Şıklar:
A. düz bir çizgiye odaklanmalıdır.
B. enerji kaybeder ve dağılır.
C. uzunluğu ve yönünü değiştirir.
D. su yüzeyinden yansır.",uzunluğu ve yönünü değiştirir.,C
"Bir bisiklet saniyede 3 metre (m/s) hızla gitmektedir. Sürücü frene basıyor ve bisikleti 3 saniye içinde durduruyor. Bu süre zarfında bisikletin ortalama ivmelenme oranı nedir?
Şıklar:
A. -1 m/s^2
B. -6 m/s^2
C. 3 m/s^2
D. 9 m/s^2",-1 m/s^2,A
"Belirli bir şekil ve belirli bir hacim maddenin hangi halinin özellikleridir?
Şıklar:
A. sadece katı
B. sadece sıvı
C. katı ve sıvı
D. sıvı ve gaz",sadece katı,A
"Donmuş karbondioksit (CO_{2}) ısıtıldığında, doğrudan bir gaza dönüşür. En iyi hangi ifade fiziksel bir değişimin gerçekleştiğini gösterir?
Şıklar:
A. Isı, gaz üretiminde artışa neden olmuştur.
B. Isı yeni bir maddenin oluşmasına neden olmuştur.
C. Isı, enerjinin azalmasına neden olmuştur.
D. Isı durum değişikliğine neden olmuştur.",Isı durum değişikliğine neden olmuştur.,D
"Hangi madde bir bileşiktir?
Şıklar:
A. tereyağı
B. azot
C. hidrojen
D. amonyak",amonyak,D
"Hangi iki sistem öncelikle hücresel enerji üretiminden kaynaklanan atıkların insan vücudundan atılması için işlev görür?
Şıklar:
A. boşaltım ve iskelet sistemleri
B. sinir ve endokrin sistemleri
C. dolaşım ve sindirim sistemleri
D. solunum ve dolaşım sistemleri",solunum ve dolaşım sistemleri,D
"Bir mobilya şirketinin hangi bölümü mobilyaların perakende mağazalarına ulaştırılmasından en çok sorumludur?
Şıklar:
A. dağıtım
B. pazarlama
C. kalite kontrol
D. araştırma",dağıtım,A
"Hastalığa neden olan tek hücreli organizmalar hangi alemlerde bulunabilir?
Şıklar:
A. Arke ve Ökaryot
B. Bakteri ve Ökaryot
C. Arke ve Bakteri
D. Arke, Bakteri ve Ökaryot",Bakteri ve Ökaryot,B
"Dört aylık bir dönemdeki ortalama sıcaklıklar 31, 24, 18 ve 12 santigrat derecedir. Bu dört ay için medyan sıcaklık nedir?
Şıklar:
A. 15°C
B. 21°C
C. 27°C
D. 33°C",21°C,B
"Bir türün üyeleri arasındaki çeşitlilik önemlidir çünkü çeşitlilik
Şıklar:
A. yüksek düzeyde rekabet sağlar.
B. mevcut ekosistem kaynaklarını artırır.
C. bir tür için üreme yöntemlerinin çeşitliliğini sağlar.
D. değişen koşullar altında hayatta kalma şansını artırır.",değişen koşullar altında hayatta kalma şansını artırır.,D
"Bir atom en iyi hangi şekilde tanımlanabilir?
Şıklar:
A. Bir bileşiğin tüm özelliklerine sahip olan en küçük parçacık.
B. Bir elementin tüm özelliklerine sahip olan en küçük parçacık.
C. Moleküle benzeyen yüklü bir parçacık.
D. Bir molekülden daha büyük olan yüklü bir parçacık.",Bir elementin tüm özelliklerine sahip olan en küçük parçacık.,B
"Yakınlaşan kenarlar neden tortul havzaların oluşumuna neden olma eğilimindedir?
Şıklar:
A. Yakınlaşan kenarlar çöküntüler yaratır.
B. Yakınlaşan kenarlar volkanik patlamalara neden olur.
C. Yakınlaşan kenarlar kayayı sıkıştırır ve dönüştürür.
D. Yakınlaşan kenarlar, çökeltileri astenosfere doğru çevirir.",Yakınlaşan kenarlar çöküntüler yaratır.,A
"Hangi ifade tüm enerji transfer türlerini en iyi şekilde tanımlar?
Şıklar:
A. Ölçülebilirler.
B. Yüzde yüz verimlidirler.
C. Sabit bir oranda azalırlar.
D. Kullanılabilir enerjide azalmaya neden olurlar.",Kullanılabilir enerjide azalmaya neden olurlar.,D
"Eğer iki tektonik levhanın her biri yılda 10 milimetre hızla okyanus ortasındaki sırttan zıt yönlerde uzaklaşıyorsa, sırtın 100 milimetre daha genişlemesi ne kadar zaman alacaktır?
Şıklar:
A. 1 yıl
B. 5 yıl
C. 10 yıl
D. 100 yıl",5 yıl,B
"Neden hızlı meydana gelen çevresel değişikliklerin yavaş meydana gelen değişikliklere kıyasla yok oluşlara neden olma olasılığı daha yüksektir?
Şıklar:
A. Yavaş değişiklikler adaptasyon için zaman tanır.
B. Hızlı değişimler çok az adaptasyon gerektirir.
C. Yavaş değişimler sadece küçük bölgeleri etkiler.
D. Hızlı değişimler küresel bir etkiye sahiptir.",Yavaş değişiklikler adaptasyon için zaman tanır.,A
"Marketlerde satılan bazı balıklar balık çiftliklerinde yetiştirilmektedir. Daha fazla balık çiftliği inşa edildiğinde, en çok hangi grup zarar görür?
Şıklar:
A. bakkal dükkanı sahibi insanlar
B. balık taşıyan kamyon şoförleri
C. vahşi doğadan balık satan insanlar
D. çiftlikleri inşa eden inşaat işçileri",vahşi doğadan balık satan insanlar,C
"Bir öğrenci, düz bir yüzey üzerindeki bir taş bloğa bilinen bir kuvvet uygulandığında bloğun ivmesini ölçer. Bloğun kütlesini tam olarak hesaplamak için hangi ek bilgilere ihtiyaç vardır?
Şıklar:
A. bloğun yoğunluğu
B. sürtünme miktarı
C. yüzeyin kütlesi
D. hareket yönü",sürtünme miktarı,B
"Bir tavuk yumurtası sirke dolu bir kaba konulduğunda, yumurta kabuğunda kabarcıklar oluştu. Yirmi dört saat sonra, yumurta kabuğu artık mevcut değildir. Hangi ifade bir gözlemdir?
Şıklar:
A. Yerçekimi yumurtanın kabın dibine çökmesine neden oldu.
B. Sirke yumurta kabuğunun çözülmesine neden oldu.
C. Yumurta sirkeden daha yoğundu.
D. Yumurta kabuğunda kabarcıklar oluştu.",Yumurta kabuğunda kabarcıklar oluştu.,D
"Bir bilim adamı Maryland'e özgü bitkilerin çöl koşullarında ne kadar iyi yetişeceğini araştırdı. Bilim adamı, 10 özdeş kaba eşit miktarda çöl toprağı yerleştirdi. Her kapta aynı türden iki bitki bulunuyordu. Bilim insanı toplam 10 farklı bitki türünü incelemiştir. Tüm kapları sıcak, çöl benzeri koşullar yaratacak şekilde ayarlanmış bir seraya yerleştiren bilim insanı, sonraki beş hafta boyunca bitkilere eşit, ancak az miktarda su verdi. Beş haftalık araştırmanın ardından bitkilerin çoğu hayatta kalamadı. Hangi ifade 16 bitkinin neden hayatta kalamadığını en iyi açıklar?
Şıklar:
A. Bitkiler çöl koşullarında yetişmez.
B. Çok az bitki çevresindeki ciddi değişikliklere rağmen hayatta kalabilir.
C. Maryland'e özgü bitkiler bilimsel çalışmalar için iyi değildir.
D. Maryland'e özgü bitkiler yalnızca Maryland'de hayatta kalabilir.",Çok az bitki çevresindeki ciddi değişikliklere rağmen hayatta kalabilir.,B
"Hangi atomik yapı birden fazla parçacıktan oluşur?
Şıklar:
A. elektron
B. nötron
C. çekirdek
D. proton",çekirdek,C
"Yetişkin kardinaller bebek kardinallerin yapamadığı neyi yapabilir?
Şıklar:
A. Uçmak
B. Gürültü yapmak
C. Hava solumak
D. Uyumak",Uçmak,A
"Yeni teknolojiler otomobil üreticilerinin yakıt tasarruflu hibrit otomobiller pazarlamasına olanak sağlamıştır, ancak hibrit otomobillerin kullanım ömürlerinin sonunda bertaraf edilmesi bir sorun teşkil etmektedir. Hangi soru hibrit araçlara özgü bir bertaraf sorununu temsil etmektedir?
Şıklar:
A. Pillerin geri dönüşümü için ne yapılacak?
B. Klima sistemindeki soğutucu akışkan ile ne yapılacak?
C. Benzin deposundaki, radyatördeki ve akülerdeki sıvılarla ne yapılacak?
D. Araçlardaki plastik malzemeler ne yapılacak?",Pillerin geri dönüşümü için ne yapılacak?,A
"Hangisi yoğuşmaya bir örnektir?
Şıklar:
A. bir tencerede kaynayan su
B. bitkiler tarafından emilen su
C. tuzun sudan uzaklaştırılması
D. sıcak duştan sonra aynadaki nem",sıcak duştan sonra aynadaki nem,D
"Bilim insanları, her yıl su kaybeden bir göldeki belirli bir balığın popülasyonunu sayıyor ve kaydediyor. Büyük olasılıkla neyi anlamaya çalışıyorlar?
Şıklar:
A. Değişen çevre koşullarında kaç balık hayatta kalabiliyor?
B. Hava koşullarındaki değişiklikler su seviyesini nasıl etkiledi?
C. Balıklar yıl içinde ne kadar kilo aldı?
D. Göldeki bitki yaşamı değişikliklere nasıl uyum sağlıyor?",Değişen çevre koşullarında kaç balık hayatta kalabiliyor?,A
"Kimyasal ayrışma, kayalardaki mineraller kimyasal olarak değiştiğinde meydana gelir. Aşağıdakilerden hangisi bir kayadaki kimyasal ayrışma oranını büyük olasılıkla değiştirecektir?
Şıklar:
A. hava sıcaklığında düşüş
B. yağış miktarlarında artış
C. bir buzulun yavaş hareketi
D. bitki köklerinin hızlı büyümesi",yağış miktarlarında artış,B
"Bitkilerin karbon döngüsündeki rolü nedir?
Şıklar:
A. su kullanır ve karbon salınımı yapar
B. şeker kullanır ve karbon salınımı yapar
C. karbon kullanır ve oksijen açığa çıkarır
D. karbon kullanır ve nitrojen salgılar",şeker kullanır ve karbon salınımı yapar,B
"Bazı çam ağaçları kalın kabukları sayesinde orman yangınları boyunca yaşayabilmektedir. Bir orman yangınından sonra, yanan diğer ağaçların bıraktığı boşlukta yeni çam ağaçları büyüyebilir. Kalın kabuk çam ağacı nüfusunun artmasına nasıl yardımcı olur?
Şıklar:
A. Ağaç için daha fazla yiyecek üretir.
B. Topraktaki besin maddelerini artırır.
C. Ağaçtan daha fazla oksijen salınmasını sağlar.
D. Kaynaklar için rekabeti azaltır.",Kaynaklar için rekabeti azaltır.,D
"Ozon tabakasının oluşumu hangi tür canlı organizmaların evrimleşirken korunmasına yardımcı olmuştur?
Şıklar:
A. deniz organizmaları
B. karasal organizmalar
C. fotosentetik organizmalar
D. ökaryotik organizmalar",karasal organizmalar,B
"Güneşten gelen enerji, ışığın kimyasal enerjiye dönüşmesi yoluyla ekosistemlere girer. Bu enerji, organizmaların içinde bulunduğu trofik seviyeye bağlı olarak farklı organizmalar tarafından kullanılabilir. Farklı trofik seviyelerdeki organizmalar için enerjinin kullanılabilirliğini en iyi hangi ifade açıklar?
Şıklar:
A. Trofik seviyeler arttıkça mevcut enerji de artar.
B. Trofik seviyeler arttıkça mevcut enerji azalır.
C. Birincil tüketiciler en az enerjiye sahiptir.
D. Üçüncül tüketiciler mevcut en fazla enerjiye sahiptir.",Trofik seviyeler arttıkça mevcut enerji azalır.,B
"İki kıtasal levhanın çarpıştığı bölgede, en sık hangi jeolojik özellik oluşur?
Şıklar:
A. bir okyanus
B. bir yanardağ
C. bir nehir vadisi
D. bir dağ zinciri",bir dağ zinciri,D
"Aşağıdakilerden hangisi ses dalgalarının iki farklı ortam türünden geçebileceğini göstermektedir?
Şıklar:
A. havuzda suyun altında biriyle konuşmak
B. odanın diğer ucundan yüksek sesli bir fısıltı duymak
C. bir duvarın diğer tarafında konuşan insanları duymak
D. çok uzaktaki bir fırtınadan gök gürültüsü duymak",bir duvarın diğer tarafında konuşan insanları duymak,C
"Öğrenciler, 2 g tuzun 50 mL suda ne kadar sürede çözündüğünü bulmak için bir deney yapacaklardır. Hangi deneysel yöntem en doğru sonuçları verecektir?
Şıklar:
A. bir öğrencinin bir deney için zaman ölçümü yapması
B. iki öğrencinin bir deney için zaman ölçümü yapması 
C. bir öğrencinin aynı deneyin üç tekrarı için zaman ölçümleri yapması
D. üç öğrencinin aynı deneyin iki tekrarı için zaman ölçümleri yapması",bir öğrencinin aynı deneyin üç tekrarı için zaman ölçümleri yapması,C
"Bir kız çocuğu baskın gamze özelliğini miras aldı, ancak kız kardeşi almadı çünkü her iki ebeveyn de
Şıklar:
A. gamzeler için farklı genlere sahip.
B. gamzeler için farklı alellere sahip.
C. gamzeler için farklı kromozomlara sahip.
D. gamzeler için farklı genotiplere sahip.",gamzeler için farklı alellere sahip.,B
"Gine domuzlarında siyah kürk beyaz kürke baskındır. İki siyah kobay (Bb) çiftleştirilirse, yavrularının kürkü ne renk olur?
Şıklar:
A. %100 siyah
B. %100 beyaz
C. %50 siyah, %50 beyaz
D. 75 siyah, %25 beyaz","75 siyah, %25 beyaz",D
"Hücre çekirdeği hücre aktivitesini kontrol eder. Hangi vücut sistemi insanlarda benzer bir işlevi yerine getirir?
Şıklar:
A. dolaşım sistemi
B. merkezi sinir sistemi
C. iskelet sistemi
D. örtü sistemi",merkezi sinir sistemi,B
"Katı fazdaki su, molekülleri sıvı fazdaki belirli sıcaklıklardaki sudan daha uzak tutan bir kristal yapıya sahiptir. Bu ilişki hangi özelliği açıklar?
Şıklar:
A. buzda sıvı suya göre daha fazla safsızlık bulunması
B. buzun sıvı su üzerinde yüzebilme yeteneği
C. sıvı su buza dönüştüğünde ısının açığa çıkması
D. sıvı suyun buz üzerinden akarken soğuması",buzun sıvı su üzerinde yüzebilme yeteneği,B
"Fosil yakıtlara neden yenilenemeyen kaynaklar deniyor?
Şıklar:
A. Atık ürünler üretirler.
B. Yerin çok altında gömülüdürler.
C. Üretilmeleri çok uzun zaman alır.
D. Nükleer yakıtlardan daha pahalıdırlar.",Üretilmeleri çok uzun zaman alır.,C
"Sıcak nesneler hangi durumda soğumaya başlar?
Şıklar:
A. Daha soğuk hava nesneye aktarılırsa.
B. Nesnedeki enerji çevredeki havaya aktarılırsa.
C. Nesnedeki atomlar havadaki oksijen ile reaksiyona girerse.
D. Nesnedeki enerji havadaki enerjiyi yok ederse.",Nesnedeki enerji çevredeki havaya aktarılırsa.,B
"Bazı bitkiler elma gibi meyve üretir. Bir meyvenin işlevi nedir?
Şıklar:
A. tohumları korumak
B. tohumlar için gıda üretmek
C. tohumların dağılmasını engellemek
D. tohum çimlenmesi için su depolamak",tohumları korumak,A
"Bir sınıftaki öğrenciler ölçekli bir model yapıyorlar. Kolayca daire şeklinde bükebilecekleri bir malzemeye ihtiyaçları var. Aşağıdaki nesnelerden hangisini kullanmak öğrenciler için en iyisidir?
Şıklar:
A. bakır tel
B. cam çubuk
C. kurşun boru
D. tahta çubuk",bakır tel,A
"Bazı hayvanlar bir otlakta yaşıyor. Bir yangın otlakları yakar. Yangından sonra kaynaklar için en iyi rekabet edecek hayvan türü hangisidir?
Şıklar:
A. et yiyen biri
B. barınak için bitkileri kullanan biri
C. yer altında yaşayan biri
D. yerde yuva yapan",yer altında yaşayan biri,C
"Bir üreticinin bir ekosistemdeki ana işlevi şunlardır
Şıklar:
A. topraktaki mineralleri emer.
B. su buharını sıvıya dönüştürür.
C. fotosentez yoluyla şeker üretir.
D. ölü bitki ve hayvan maddelerini parçalar.",fotosentez yoluyla şeker üretir.,C
"Aşağıdakilerden hangisi büyük olasılıkla bir fosil oluşturur?
Şıklar:
A. bir kaya
B. bir kristal
C. bir mineral
D. bir kemik",bir kemik,D
"Güneş'e en yakın yıldızın 4,3 ışık yılı uzaklıkta olduğu belirtiliyor. Hangi ifade bu tanımda neden ışık yılı ölçü biriminin kullanıldığını açıklar?
Şıklar:
A. Mesafe son derece büyük.
B. Mesafe kaba bir tahmindir.
C. Yıldızlar arasında sadece ışık seyahat edebilir.
D. Yıldızdan yansıyan ışık sinyalleri zamanlandı.",Mesafe son derece büyük.,A
"Hangi ifade gösterilen kimyasal denklem tarafından en iyi şekilde desteklenir? 6CO_{2} + 12H_{2}O + ışık -> C_{6}H_{12}O_{6} + 6O_{2} + 6H_{2}O
Şıklar:
A. CO_{2} içinde 2 karbon atomu vardır.
B. H_{2}O'nun içinde 2 oksijen atomu vardır.
C. On iki molekül H_{2}O üretilir.
D. Reaktan olarak altı molekül CO_{2} gereklidir.",Reaktan olarak altı molekül CO_{2} gereklidir.,D
"Aşağıdakilerden hangisi Kentucky'deki bir madenden Arizona'daki bir elektrik santraline büyük miktarda kömür taşımanın en verimli yoludur?
Şıklar:
A. gemiyle taşımak
B. trenle taşımak
C. kamyonla taşımak
D. uçakla taşımak",trenle taşımak,B
"Birçok çimen yılanı yeşildir. Yılanın rengi büyük olasılıkla yılanın
Şıklar:
A. uzun ağaçlara tırmasını sağlar.
B. küçük alanlara sığmasını sağlar.
C. tehdit edildiğinde saklanmasını sağlar.
D. derisini dökmesini sağlar.",tehdit edildiğinde saklanmasını sağlar.,C
"Bilim insanları dünyanın birçok farklı yerinde aynı organizmaların fosillerini keşfetmişlerdir. Bu fosiller aşağıdakilerden hangisine dair kanıt sağlamaktadır?
Şıklar:
A. Kıtaların bir zamanlar birbirine bağlı olması
B. Geçmişte var olan yaşam formlarının çoğu bugün hala mevcut olması
C. Dünya yüzeyinin çoğunun bir zamanlar erimiş kayalarla kaplı olması
D. Kayaların bir türden diğerine dönüştürülmüş olması",Kıtaların bir zamanlar birbirine bağlı olması,1
"Aşağıdakilerden hangisi ısı yalıtkanı olma özelliğini tanımlar?
Şıklar:
A. parlak
B. şekillendirilebilir
C. ısıyı kolayca iletmez
D. düşük özgül ısı kapasitesine sahiptir",ısıyı kolayca iletmez,C
"Dalgalar nesnelerin içinden ne taşır?
Şıklar:
A. ses
B. ışık
C. enerji
D. su",enerji,C
"Okyanuslardan iç kesimlere doğru esen rüzgarlar, kara üzerinden esen rüzgarlara göre daha fazla neme sahip olma eğilimindedir. Yüksek nem içeriği kıyı bölgesi iklimini nasıl etkiler?
Şıklar:
A. Daha az yoğuşma olur.
B. Daha az kasırga olur.
C. Daha fazla yağış olur.
D. Daha fazla duman dolu alan olur.",Daha fazla yağış olur.,C
"Bir organizmanın sürüngen olarak sınıflandırılabilmesi için hangi özelliğe sahip olması gerekir?
Şıklar:
A. dört odacıklı kalp
B. otçulluk
C. emzirme
D. soğukkanlılık",soğukkanlılık,D
"Hücre farklılaşması gen ifadesinin bir sonucudur. Genler çeşitli yollarla düzenlenebilir. Örneğin, küçük girişim RNA molekülleri (siRNA), transkripsiyon ürününe bağlanarak gen ifadesini önler. siRNA molekülleri genleri nasıl susturur?
Şıklar:
A. Ribozomlara bağlanırlar.
B. tRNA'ya bağlanırlar.
C. RNA polimeraza bağlanırlar.
D. mRNA'ya bağlanırlar.",mRNA'ya bağlanırlar.,D
"Bir kelebek yaşam döngüsünün hangi aşamasında bitki yapraklarını yiyerek en çok zaman geçirir?
Şıklar:
A. yetişkin
B. yumurta
C. larva
D. pupa",larva,C
"Okulunuzda ders çalışmak için en sessiz yeri bilimsel olarak nasıl belirleyebilirsiniz?
Şıklar:
A. Müdürünüze ders çalışmak için en iyi yerin neresi olduğunu sorun.
B. Nerede çalışmayı sevdiklerini görmek için öğrenci topluluğuna anket yapın.
C. Okulun çeşitli yerlerindeki desibel seviyelerini kaydedin ve sonuçları karşılaştırın.
D. Herkesin mümkün olduğunca sessiz olmasını sağlayın ve ardından okulunuzun çeşitli yerlerindeki desibelleri test edin.",Okulun çeşitli yerlerindeki desibel seviyelerini kaydedin ve sonuçları karşılaştırın.,C
"Hangi terim tüm ışık dalgalarının doğasını en iyi şekilde tanımlar?
Şıklar:
A. uzunlamasına
B. enine
C. sıkıştırma
D. manyetik",enine,B
"1995 yılında Washington, D.C.'deki özel bir otobüs şirketi, tüm tur otobüslerini soya fasulyesinden elde edilen yakıtla çalıştırmak üzere bir program başlattı. Otobüsler,
Şıklar:
A. nükleer yakıt kullanır.
B. biyogaz kullanır.
C. kömür gazı kullanır.
D. dizel yakıt kullanır.",biyogaz kullanır.,B
"Bir bitkinin tohumunun bir işlevi de
Şıklar:
A. fotosentez yapmak
B. erken gelişim için gıda sağlamak
C. ölü organizmaları ayrıştırmak
D. cinsel olarak üremek",erken gelişim için gıda sağlamak,2
"Bir öğrenci bir behere tuzlu su döker ve ardından başka bir behere bir miktar asit döker. Öğrenci laboratuvar masasına döner ve örneklerin işaretlenmediğini fark eder. Öğrenci ne yapmalıdır?
Şıklar:
A. Tanımlamak için her bir numuneyi koklamalıdır.
B. Hangi beherin hangi maddeyi içerdiğini tahmin etmelidir.
C. Ne olduklarını belirlemek için maddeleri karıştırmalıdır.
D. Numuneleri güvenli bir şekilde atmalı ve yenilerini almalıdır.",Numuneleri güvenli bir şekilde atmalı ve yenilerini almalıdır.,D
"Safra kesesi, yağ sindirimine yardımcı olan bir sıvı olan safrayı depolar. Safra kesesi alınmış bir kişi aşağıdaki yiyecek türlerinden hangisinden kaçınmalıdır?
Şıklar:
A. meyveler
B. tahıllar
C. peynirler
D. sebzeler",peynirler,C
"Missy ve Ethan maddedeki değişim türlerinin örneklerini tartıştılar. Hangi örnekte kimyasal bir değişim gerçekleşiyor?
Şıklar:
A. Bir metal parçasının ikiye kesilmesi.
B. Bir buz küpünün tezgahın üzerinde erimesi.
C. Bir kampçının yanan ateşin üzerinde şekerleme kızartması.
D. Bir fırıncının hamur yapmak için un ve şekeri karıştırması.",Bir kampçının yanan ateşin üzerinde şekerleme kızartması.,C
"Bir öğrenci yaprakların altında bir solucan bulmuş ve solucanla ilgili gözlemlerini defterine yazmıştır. Hangisi öğrencinin defterinde bulunabilecek bir gerçektir?
Şıklar:
A. Solucan üşüyor.
B. Solucan bir heterotroftur.
C. Solucanın 33 segmenti vardır.
D. Solucanın dört odacıklı bir kalbi vardır.",Solucanın 33 segmenti vardır.,C
"Altın pirinç, yüksek oranda A vitamini içeren pirinç üreten transgenik bir bitkidir. Bu pirinç insanların beslenmelerini iyileştirmelerine yardımcı olacaktır. Ancak bazı insanlar transgenik pirincin yerli bitkiler üzerinde yaratabileceği etkilerden endişe duymaktadır. Hangi kelimeler bu endişeleri en iyi şekilde tanımlar?
Şıklar:
A. pratik ve ekonomik
B. ekonomik ve ekolojik
C. ekolojik ve etik
D. etik ve pratik",ekolojik ve etik,C
"Bir tekne bir körfezden tatlı su gölüne gitmiş ve göle yerli olmayan bir bitki getirmiştir. Yeni bitki tatlı su ortamına uyum sağlarsa, göldeki en olası sonuç hangisidir?
Şıklar:
A. Bazı yerli bitki popülasyonları artacaktır.
B. Bazı yerli bitki popülasyonları azalacaktır.
C. Su sıcaklıkları hızla dalgalanacaktır.
D. Su tuzlu hale gelecektir.",Bazı yerli bitki popülasyonları azalacaktır.,B
"Hangisi bir deneyin tekrarlanan denemelerinin yapılmasının neden önemli olduğunu en iyi şekilde açıklar?
Şıklar:
A. sonuçları doğrulamak için
B. farklı sonuçlar elde etmek için
C. diğer bilim insanlarının sonuçlarını çürütmek için
D. aynı sonuçları farklı bir şekilde elde etmek için",sonuçları doğrulamak için,A
"Greta bir tarağı saçlarının arasından birkaç kez geçirdi. Daha sonra tarağı bir musluktan akan suyun yanına yerleştirdi. Greta su akışının tarağa doğru büküldüğünü gözlemledi. Tarağı saçından geçirmek tarağın su akışını bükmesini nasıl sağladı?
Şıklar:
A. tarağı daha emici hale getirerek
B. tarağa elektrik yükü vererek
C. tarağın termal enerjisini artırarak
D. taraktaki bazı kimyasal bağları kırarak",tarağa elektrik yükü vererek,B
"Aşağıdakilerden hangisi bir yağış şekli değildir?
Şıklar:
A. Dolu
B. Rüzgar
C. Yağmur
D. Kar",Rüzgar,B
"Hem Güney Kaliforniya hem de Güney Nevada kurak ve yarı kurak bölgelerdir. Bunlardan hangisi Güney Kaliforniya'nın iklimi üzerinde büyük bir etkiye sahipken, Güney Nevada'nın iklimi üzerinde çok az etkiye sahiptir?
Şıklar:
A. tatlı su mevcudiyeti
B. bitki yaşamı çeşitleri
C. yükseklik değişiklikleri
D. okyanusa yakınlık",okyanusa yakınlık,D
"İnsülin, kandaki glikoz seviyelerinin düzenlenmesi için önemli bir proteindir. Hangi ifade insülinin işlevini en iyi şekilde açıklar?
Şıklar:
A. İnsülin, hücreleri kandaki glikozu emmeleri için uyarır.
B. İnsülin karaciğerin kana glikoz salmasına neden olur.
C. İnsülin, antibiyotiklerin hücre içindeki etkilerini kolaylaştırır.
D. İnsülin hücre zarında kimyasal bağlar geliştirir.","İnsülin, hücreleri kandaki glikozu emmeleri için uyarır.",A
"Ay ve Dünya arasındaki çekim kuvveti aşağıdakilerden hangisine bağlıdır?
Şıklar:
A. sadece kütlelerine
B. sadece çaplarına
C. kütleleri ve birbirlerinden ne kadar uzakta olduklarına
D. çapları ve birbirlerinden ne kadar uzakta olduklarına",kütleleri ve birbirlerinden ne kadar uzakta olduklarına,3
"Dünya'nın Ay'ı
Şıklar:
A. Güneş'e her zaman Dünya'ya olduğundan çok daha yakındır.
B. Dünya'ya her zaman Güneş'e olduğundan çok daha yakındır.
C. Güneş'e Dünya'ya kıyasla aynı uzaklıktadır.
D. bazen Güneş'e Dünya'ya olduğundan daha yakın, bazen de Dünya'ya Güneş'e olduğundan daha yakındır.",Dünya'ya her zaman Güneş'e olduğundan çok daha yakındır.,B
"Okyanuslar deniz kıyısı iklimlerini nasıl etkiler?
Şıklar:
A. Onları daha sıcak yapma eğilimindedirler.
B. Onları daha soğuk yapma eğilimindedirler.
C. Sıcaklık aralıklarını artırma eğilimindedirler.
D. Sıcaklık aralıklarını azaltma eğilimindedirler.",Sıcaklık aralıklarını azaltma eğilimindedirler.,D
