question,true_answer,predicted_answer,is_correct
"Bir çocuk yatak odasında vakum bağlantı parçasıyla oynuyor. Anne yatak odasının zeminini süpürüyor. çocuk
Şıklar:
A. yere diz çöker ve kıç halısını süpürür.
B. vakum aparatını bir sonraki yatak odasına getiriyor.
C. yatak odasındaki vakumu ortadan kaldırır.
D. zemini süpürmek için vakum bağlantı parçasını kullanır.",vakum aparatını bir sonraki yatak odasına getiriyor.,D. zemini süpürmek için vakum bağlantı parçasını kullanır.,False
"[başlık] Et fondü nasıl yapılır [başlık] Bir fondü kabı seçin. [alt adımlar] Et fondü yapmak için metal, emaye kap veya dökme demir tencere kullanın. Seramik fondü kapları peynir ve çikolata fondüleri için en uygunudur.
Şıklar:
A. Cam fondü kapları seramik olmalı, böylece gözenekli olabilsinler ve oyulması daha kolay olsun. Fondü pişirmek için kullanılacak bir demir tencere seçin.
B. Elektrikli, alkollü veya bütanla çalışan bir brülör seçin. Mumları ısı kaynağı olarak kullanan fondü kapları et pişirmeye yetecek kadar sıcak kalmıyor.
C. Paslanmaz çelik fondü kapları bu tür ince fondü kaplarına çok yakışacaktır. Bu nedenle, tavuk, kuzu eti veya hindi gibi etleri fondü yapmak için asla dökme demir tencereler kullanılmamalıdır çünkü bunlar tencereden çıktıklarında eti dışarı fırlatabilirler.
D. Kullanılan fondü için kapaklı bir cam fondü kabı en iyi seçim olmalıdır. Cam fondü kapları tüm şekil ve boyutlarda mevcuttur.","Elektrikli, alkollü veya bütanla çalışan bir brülör seçin. Mumları ısı kaynağı olarak kullanan fondü kapları et pişirmeye yetecek kadar sıcak kalmıyor.","C. Paslanmaz çelik fondü kapları bu tür ince fondü kaplarına çok yakışacaktır. Bu nedenle, tavuk, kuzu eti veya hindi gibi etleri fondü yapmak için asla dökme demir tencereler kullanılmamalıdır çünkü bunlar tencereden çıktıklarında eti dışarı fırlatabilirler.",False
"Bir kadın, önünde bir köpekle kameraya konuşuyor. Kadın konuşurken köpeğin ön bacağını tutuyor. kadın
Şıklar:
A. daha sonra köpeği yere koymadan önce sol bacağını keser.
B. köpeği mavi bir fırçayla fırçalıyor.
C. daha sonra köpeğin burnunu nasıl tuttuğunu gösterir.
D. köpeğin arka bacaklarını her iki ayağıyla tutar.",köpeği mavi bir fırçayla fırçalıyor.,C. daha sonra köpeğin burnunu nasıl tuttuğunu gösterir.,False
"[header] Köpeğinizin doğumdan sonra iyi olduğundan nasıl emin olabilirsiniz? [title] Köpeğinizi sıcak, nemli bir bezle temizleyin. [adım] Her türlü kan, plasenta sıvısı veya dışkı kalıntısından temiz olduğundan emin olun. İyi hijyen, doğumdan sonra bakteriyel enfeksiyon riskini azaltır.
Şıklar:
A. [title] Köpeğinizi sessiz ve temiz bir odaya yerleştirin. [adım] Yaralanmayı önlemek için elektronik cihazların yanına yaklaşmasına izin vermeyin.
B. [title] Köpeğinizi ilk doğumdan sonra izole tutun. [adım] Köpeğiniz doğumdan sonra hastalanırsa, doğumdan sonraki ilk 24 saat içinde ona fiziksel olarak emzirmediğinizden emin olun.
C. [alt adımlar] Doğumdan sonraki birkaç hafta boyunca loşi adı verilen sıvı sızıntısı görebilirsiniz. Bu sıvılar doğal ve normaldir ve köpeğinizin rahim zarının dökülmesinden kaynaklanır.
D. [alt adımlar] Köpeğinizin hamileliği ve doğumu sırasında sık sık veteriner ziyaretleri yapmak, diğer nedenlerden dolayı özellikle önemlidir. Yeni doğum lekeleri gibi bazıları gerekli olabilir, ancak hepsi gerekli değildir.",[alt adımlar] Doğumdan sonraki birkaç hafta boyunca loşi adı verilen sıvı sızıntısı görebilirsiniz. Bu sıvılar doğal ve normaldir ve köpeğinizin rahim zarının dökülmesinden kaynaklanır.,"B. [title] Köpeğinizi ilk doğumdan sonra izole tutun. [adım] Köpeğiniz doğumdan sonra hastalanırsa, doğumdan sonraki ilk 24 saat içinde ona fiziksel olarak emzirmediğinizden emin olun.",False
"[başlık] Bir Disney işine nasıl başvurulur? [başlık] Disney kariyerleri ana sayfasını ziyaret edin. [adım] www.disneycareers.com adresine gidin. Oraya vardığınızda, katılmak istediğiniz belirli Disney şirketine tıklayın.
Şıklar:
A. [alt adımlar] Şirket sayfasında ""çocuk gelişimi"" seçeneğine tıklayın, ardından arama yapmak için ""buna katıl"" seçeneğine tıklayın. Posta kodunuzu arama alanına girin.
B. Disney'in sahip olduğu şirketler şunlardır: [alt adımlar] Walt Disney Studios Walt Disney Parks and Resorts Disney Tüketici Ürünleri Disney Interactive Walt Disney Company Disney/abc Television Group Espn Marvel [başlık] Bağlantıyı takip edin. [adım] Ana sayfada belirli bir Disney şirketine tıkladığınızda, o şirketin kısa bir özeti görünecektir.
C. Ana sayfada cevaplamak istediğiniz uygun soruya tıklayın. [title] Bir sonraki adıma geçmek için ""şimdi uygula"" düğmesine tıklayın.
D. Daha sonra sayfanın alt kısmındaki ana sayfaya yönlendirileceksiniz. Günü ve saati girin ve ardından "" uygula""ya tıklayın.","Disney'in sahip olduğu şirketler şunlardır: [alt adımlar] Walt Disney Studios Walt Disney Parks and Resorts Disney Tüketici Ürünleri Disney Interactive Walt Disney Company Disney/abc Television Group Espn Marvel [başlık] Bağlantıyı takip edin. [adım] Ana sayfada belirli bir Disney şirketine tıkladığınızda, o şirketin kısa bir özeti görünecektir.","A. [alt adımlar] Şirket sayfasında ""çocuk gelişimi"" seçeneğine tıklayın, ardından arama yapmak için ""buna katıl"" seçeneğine tıklayın. Posta kodunuzu arama alanına girin.",False
"[header] Yılanınızla nasıl ilişki kurarsınız [title] Yılanınızı alır almaz tutmayın. [adım] İlişki kurma zaman alır ve bu süre yılana bağlıdır. Mısır yılanları ve top pitonları yanıltıcı olabilir ama aynı zamanda oldukça kolay da olabilirler; onların da bizim gibi farklı kişilikleri var.
Şıklar:
A. [title] Ne yapmaktan hoşlandığını belirlemek için yılanınızın hareketlerini gözlemleyin. [adım] Hareketlerini iyi görebiliyorsanız ne yapmaktan hoşlandıklarını bilirsiniz.
B. İlk adım, yeni yaşam alanına alışmasına izin vermektir. Yılanınızın yerleşmek için sizden uzakta ihtiyaç duyduğu süre maksimum 1 ila 2 hafta kadardır.
C. [title] Başlamak için uzun saplı bir tapa alın. [adım] Tapa ne kadar uzun olursa, o kadar rahat hissedersiniz.
D. [alt adımlar] Mısır yılanları top pitonlarından daha oyuncudur, bu nedenle sürekli güreşmeyi, avlanmayı ve tartışmayı severler. Top pitonlarının aksine, genellikle avdırlar, kuyrukları yukarı doğru bakacak şekilde koparır ve ısırırlar.","İlk adım, yeni yaşam alanına alışmasına izin vermektir. Yılanınızın yerleşmek için sizden uzakta ihtiyaç duyduğu süre maksimum 1 ila 2 hafta kadardır.",A. [title] Ne yapmaktan hoşlandığını belirlemek için yılanınızın hareketlerini gözlemleyin. [adım] Hareketlerini iyi görebiliyorsanız ne yapmaktan hoşlandıklarını bilirsiniz.,False
"[başlık] Pastırma pixie çubukları nasıl yapılır [başlık] Pastırmayı kızartın. [adım] Cızırtılı domuz etini yakmadan mümkün olduğunca çıtır olmasını istediğiniz için gözünüzü açık tutun. [title] İyi pişmiş pastırmayı kağıt tabağa aktarın.
Şıklar:
A. [adım] Yağ, kızartmanın daha uzun sürmesine yardımcı olacaktır. [başlık] Pastırmayı eritilmiş tereyağıyla gezdirin/dökün.
B. [adım] Sağlam bir pastırma topunu elinizde tutarak yayın. Pastırmayı tabağın üzerinden çıkarmak için ellerinizi kullanın ve topu kaplayın.
C. [adım] Pastırma çubuklarını doğrudan hazırlanan kağıdın içine koyun ve bir tanesini havaya atın. Muhtemelen pastırma çubuklarınızı kızartıyorsanız, onları bir yerden diğerine yayıyorlardır.
D. [adım] Fazla yağı çıkarmak için kağıt havluyla hafifçe vurun. [başlık] Dekstroz tozunu ve mısır nişastasını bir mutfak robotunda birleştirin.",[adım] Fazla yağı çıkarmak için kağıt havluyla hafifçe vurun. [başlık] Dekstroz tozunu ve mısır nişastasını bir mutfak robotunda birleştirin.,"A. [adım] Yağ, kızartmanın daha uzun sürmesine yardımcı olacaktır. [başlık] Pastırmayı eritilmiş tereyağıyla gezdirin/dökün.",False
"Bir adam stüdyoda aynanın karşısında pratik yaparken diğeri izliyor. Onlar
Şıklar:
A. cep telefonlarını kullanarak göğüs göğüse dövüş tatbikatı yapıyorlar.
B. Jüri ve seyircilerin önünde aynanın önünde bacaklarını ileri geri tekmeleme alıştırması yapın.
C. kum torbasını yumruklamaya ve birbirinize vurmaya başlayın.
D. Hareketlerini mükemmelleştirmeye çalışarak aynanın önünde sırayla hareket etmeye başlayın.",Hareketlerini mükemmelleştirmeye çalışarak aynanın önünde sırayla hareket etmeye başlayın.,D. Hareketlerini mükemmelleştirmeye çalışarak aynanın önünde sırayla hareket etmeye başlayın.,False
"İnsanlar atların üzerinde polo oynuyor. Kameraya konuşan bir adam görüyoruz. Daha sonra insanların tekrar oynadığını görüyoruz. adam
Şıklar:
A. yine kameraya konuşuyor.
B. Bayrağı alır ve dalgalar.
C. kamerayla konuşmayı bırakır.
D. tekrar oynanır ve polo oyunu biter.",yine kameraya konuşuyor.,A. yine kameraya konuşuyor.,False
"[başlık] Bir sandalye koltuğu nasıl ağlanır [başlık] Bir el sanatları mağazasından iki inç (5 cm) genişliğinde ağ satın alın. [adım] Güzel bir görünüm ve rahat bir oturuş için pamuk veya naylondan yapılmış dokumaları tercih edin. Renk seçeneğiniz varsa tercih ettiğiniz renkleri seçin.
Şıklar:
A. [alt adımlar] Sandalye oturağınız için bol fermuarlı ve biraz daha nefes alabilen kumaşı tercih edin. Çok uzun veya çok kısa olmadığından emin olun! Her dokuma şeridi biraz farklı olacaktır.
B. [başlık] Dokumanın kullanımlarını öğrenin. [adım] Bir koltuk için aşağıdakiler de dahil olmak üzere her türlü kullanımı seçebilirsiniz: [alt adımlar] İş yerinde, ağın bir ucunu masa ayağına zımbalayın.
C. [başlık] Dokumada bir delik açın. [adım] Bir veya iki makası ağ deliğine sokun ve içeri girmek için ağda çentikler kesin.
D. Bir veya iki renk size en basit görünümü ve süreci sunar. [alt adımlar] Jüt dokuma başka bir seçenektir, ancak bu genellikle minderin üzerinden geçtiğinde kullanılır ve size istediğiniz görünümü vermeyebilir veya üzerinde oturmak için rahat olmayabilir.","Bir veya iki renk size en basit görünümü ve süreci sunar. [alt adımlar] Jüt dokuma başka bir seçenektir, ancak bu genellikle minderin üzerinden geçtiğinde kullanılır ve size istediğiniz görünümü vermeyebilir veya üzerinde oturmak için rahat olmayabilir.",A. [alt adımlar] Sandalye oturağınız için bol fermuarlı ve biraz daha nefes alabilen kumaşı tercih edin. Çok uzun veya çok kısa olmadığından emin olun! Her dokuma şeridi biraz farklı olacaktır.,False
"Açık mavi tişört ve siyah şort giyen bir kadın eliptik üzerinde egzersiz yapıyor. Ellerini ileri geri hareket ettirerek eliptik bisiklet üzerinde yürümeye devam ediyor. o
Şıklar:
A. hareket etmeye devam ederken duruyor ve gülümsüyor ve kutulardan birine doğru yürümeden önce dönüyor.
B. egzersizin sonunda kollarını hareket ettirir.
C. Daha sonra egzersiz rutinini bitiriyor, ekipmanın üzerinden çıkıyor ve mavi su şişesinden bir yudum su alıyor.
D. ayaklarını eliptikten uzaklaştırmak için egzersiz yapmayı da bırakır.","Daha sonra egzersiz rutinini bitiriyor, ekipmanın üzerinden çıkıyor ve mavi su şişesinden bir yudum su alıyor.","C. Daha sonra egzersiz rutinini bitiriyor, ekipmanın üzerinden çıkıyor ve mavi su şişesinden bir yudum su alıyor.",False
"Diğer insanlar arka planda masalarda oturup ip atlayanları izliyor veya filme çekiyorlar. Artık dört farklı kişi ip atlıyor ve numaralar yapıyor. üç kişilik başka bir grup
Şıklar:
A. ip atlama becerilerini gösteriyor.
B. Paralel bir direkten ip atlayan atlama halatçılarına katılın ve masanın üzerinde numaralar yapın.
C. aynı zamanda ip atlıyor ve numaralar yapıyorlar.
D. arka planda oturup gözlemleyerek ip atladım.",ip atlama becerilerini gösteriyor.,C. aynı zamanda ip atlıyor ve numaralar yapıyorlar.,False
"[header] Orkide nasıl yetiştirilir [title] Bir orkide türü seçin. [adım] Bazı orkidelerin büyümesi diğerlerinden daha kolaydır. Cattleya, phalaenopsis ve paphiopedilum orkideleri yetiştirilmesi en kolay orkideler arasındadır ve çoğu acemi bahçıvan ve orkide yetiştiricisi için tavsiye edilir.
Şıklar:
A. Ancak orkide popülasyonu çok azdır. Çevrenin hangi manzarayı işlediğini bilmek, kolaylıkla ekilecek orkideleri bulmanıza yardımcı olabilir.
B. Daha sonra bunları yerel topluluğunuz için bir ev bahçesi veya bir sera olarak kullanabilirsiniz. Apilea ve moll orkideleri çoğu acemi bahçıvan için en iyisidir.
C. Ancak orkide türlerinin 40.000'den fazla türü olduğuna inanılıyor; bu, mevcut kuş türlerinin iki katı ve mevcut memeli türlerinin dört katı kadardır. Neredeyse her tür insana uygun bir orkide vardır.
D. Çoğu orkide biraz daha büyüktür ve daha küçük yapraklara sahiptir. [alt adımlar] Bunlara nane orkideleri de denir.","Ancak orkide türlerinin 40.000'den fazla türü olduğuna inanılıyor; bu, mevcut kuş türlerinin iki katı ve mevcut memeli türlerinin dört katı kadardır. Neredeyse her tür insana uygun bir orkide vardır.","A. Ancak orkide popülasyonu çok azdır. Çevrenin hangi manzarayı işlediğini bilmek, kolaylıkla ekilecek orkideleri bulmanıza yardımcı olabilir.",False
"Bir kadın garaj yolunda ip atlarken numaralar ve gösteriler yapıyor. Hızını artırıyor, sonra bir adam tekniğini tartışmak için ona yaklaştığında duruyor. o
Şıklar:
A. daha sonra ip atlamayı ve hareketlerin çeşitli adlarını göstermeye geri dönüyor.
B. İpi emniyete aldıktan sonra bir adam onunla röportaj yapmaya başladığında ipin üzerine bir kez daha atlıyor.
C. ona komik bir şekilde işaret veriyor ve o da onun seksekle yere düşmesine yardım ediyor.
D. ipin üzerinde zıplayıp takla atarak bir kez atlar.",daha sonra ip atlamayı ve hareketlerin çeşitli adlarını göstermeye geri dönüyor.,A. daha sonra ip atlamayı ve hareketlerin çeşitli adlarını göstermeye geri dönüyor.,False
"Çocuk bundan hoşlanmış gibi görünür ve ondan bunu diğer eliyle de yapmasını ister. Adam küçük çocuğun diğer elini de gıdıklıyor. oğlan
Şıklar:
A. gülüyor ve adam çocuğun sırtına tokat atıyor.
B. numaradan sonra çok üzülüyor ve kendisini kenarda tutan adama hafifçe tekme atıyor.
C. gülümser ve daha fazlasını ister.
D. üzgün görünüyor ve kamera adama geçiyor.",gülümser ve daha fazlasını ister.,C. gülümser ve daha fazlasını ister.,False
"Bir kadın bir süpürgenin yanında duruyor. Yere bir şey döküyor. o
Şıklar:
A. süpürmeyi durdurur ve vakumu tekrar gösterir.
B. yerden bir şey alır.
C. bir şeyi alır, sonra onu yerine koyar.
D. vakumu alır ve pisliği süpürür.",vakumu alır ve pisliği süpürür.,B. yerden bir şey alır.,False
"Lastiği iten bir kişinin ellerine giden bir bisiklet tekerleğinin yakından görünümü görülüyor. Kişi, lastiğin ilerlemesine yardımcı olmak için lastik boyunca bir alet kullanır. kişi
Şıklar:
A. Lastik hareket etmeye devam ederken bijon somunlarını bağlar.
B. sonunda lastiği yanlarından iter.
C. aracı hareket ederken bisiklet tekerleğinin her yerinde kullanır.
D. olarak lastiğe yaslanmaya devam ediyor.",sonunda lastiği yanlarından iter.,C. aracı hareket ederken bisiklet tekerleğinin her yerinde kullanır.,False
"[header] Bakla nasıl pişirilir [title] Dış kabuğu çıkarın. [adım] Her bir bakla çekirdeği kabuğunu hızla açın ve çekirdekleri tek tek kabuktan çıkarın. [alt adımlar] Bölmenin dize/gövde tarafını bulun.
Şıklar:
A. Belirli bir tür fasulye kabuğu ararken, onu bir ip veya sap filminden geçmeden bulmak zordur. Yapabileceğiniz en iyi şey kapsülü toplamak için yetişkin veya lisanslı ağaçları kullanmaktır.
B. Ucu kırın ve bu sırada ipi soyarak çıkarın. En sonuna ulaşana kadar ipi kapsülün uzunluğu boyunca soymaya devam edin, ardından yeni ortaya çıkan dikiş boyunca bölmeyi açmak için parmaklarınızı kullanın.
C. Bölmenin kabuk tarafı aşağıda olup olmadığına bakın. [başlık] Fasulyeleri bir tabağa veya tencereye koyun.
D. Genellikle orta kabuğun altındadır (genellikle aşağıdadır). Dış kabuğun yukarı çekilmesi, fasulye kabuğunda daha güçlü bir ""asılı"" hissinin oluşmasını sağlar.","Ucu kırın ve bu sırada ipi soyarak çıkarın. En sonuna ulaşana kadar ipi kapsülün uzunluğu boyunca soymaya devam edin, ardından yeni ortaya çıkan dikiş boyunca bölmeyi açmak için parmaklarınızı kullanın.","D. Genellikle orta kabuğun altındadır (genellikle aşağıdadır). Dış kabuğun yukarı çekilmesi, fasulye kabuğunda daha güçlü bir ""asılı"" hissinin oluşmasını sağlar.",False
"[header] Alacaklı davasına karşı dava nasıl açılır [title] Şikayeti ve celbi okuyun. [adım] Aldığınız şikayet ve celp, alacaklının adı ve borcunuzun ne kadar olduğunu iddia ettiği dahil olmak üzere dava hakkında önemli bilgiler içerir. [alt adımlar] Size dava açan şirketin adını bilmiyor olabilirsiniz.
Şıklar:
A. Eğer öyleyse, size dava açan kişiyle iletişime geçerek sormalısınız. Örneğin, bir fikri mülkiyet şirketiyseniz ve devam eden bir davanız varsa şirketin finans müdürüyle iletişime geçmek isteyebilirsiniz.
B. Bazen alacaklı borcunuzu bir tahsilat kurumuna satar ve o da geri döner ve para için size dava açar. Size dava açan şirket bir tahsilat kurumuysa, asıl alacaklının listelenip listelenmediğini görmek için şikayeti inceleyin.
C. Ayrıca işte olduğunuz tarihi ve bu süre içinde size borçlu olunan tutarı da not etmelisiniz. Tipik olarak, alacaklıya dava açıldığını bildiren bu tür belgeler konusunda endişelenmenize gerek yoktur.
D. Ancak dava ettiğiniz kişinin adını tanıyabilirsiniz. Örneğin, bir perakende mağazasında çalıştığınızı ve kendisini yaraladığınızı iddia eden bir müşteriniz olduğunu varsayalım.","Bazen alacaklı borcunuzu bir tahsilat kurumuna satar ve o da geri döner ve para için size dava açar. Size dava açan şirket bir tahsilat kurumuysa, asıl alacaklının listelenip listelenmediğini görmek için şikayeti inceleyin.","B. Bazen alacaklı borcunuzu bir tahsilat kurumuna satar ve o da geri döner ve para için size dava açar. Size dava açan şirket bir tahsilat kurumuysa, asıl alacaklının listelenip listelenmediğini görmek için şikayeti inceleyin.",False
"Sahne, ip atlama numaraları yapan farklı bir gruba dönüşür. Sahne, ip atlama numaraları yapan orijinal gruba dönüşür. sahne
Şıklar:
A. İp atlamanın nasıl popüler hale geldiğini yapan ilk grup insana geri dönün.
B. Velcro hareketleri yaparak orijinal gruba geri döner.
C. daha yakın iki gruba doğru değişiklikler ip atlama gösterileri yaptı.
D. bir kez daha ip numaraları yapan ikinci gruba geçiyoruz.",bir kez daha ip numaraları yapan ikinci gruba geçiyoruz.,C. daha yakın iki gruba doğru değişiklikler ip atlama gösterileri yaptı.,False
"[başlık] Bir tavşanın yaşı nasıl anlaşılır? [başlık] Tavşanı sınıflandırmak için genel yaş kategorilerini kullanın. [adım] Bu size değerlendirmenize başlamanız için iyi bir yol sağlayacaktır. Genç bir tavşan 9 aya kadardır.
Şıklar:
A. Genç bir tavşanın, tavşanın hareketinin ve davranışının bazı normal özelliklerini anlaması için yalnızca birkaç yıllık gözlem yapması yeterlidir. [alt adımlar] Yaşlı bir tavşanın olma ihtimali genç bir tavşana göre daha yüksektir.
B. Eğer 2 aylıksa 8 ay civarında olması gerekir. Galli pinçerler gibi bazı ırkların sütlerinde daha az serum bulunması gerekir.
C. Eğer ona 5 ila 7 ay önce yiyecek verdiyseniz, tavşanınızın 9 aylıktan büyük olması pek olası değildir. [alt adımlar] Bir tavşanın yaşındaki yaş faktörleri onun rengini, göz sağlığını ve yiyecek tercihlerini etkileyebilir.
D. Yetişkin bir tavşan yaklaşık 9 ay ila 4-5 yaş arasındadır. Yaşlı bir tavşan 4-5 yaş üstüdür.",Yetişkin bir tavşan yaklaşık 9 ay ila 4-5 yaş arasındadır. Yaşlı bir tavşan 4-5 yaş üstüdür.,"C. Eğer ona 5 ila 7 ay önce yiyecek verdiyseniz, tavşanınızın 9 aylıktan büyük olması pek olası değildir. [alt adımlar] Bir tavşanın yaşındaki yaş faktörleri onun rengini, göz sağlığını ve yiyecek tercihlerini etkileyebilir.",False
"[başlık] Kiranın ödenmemesi nedeniyle kiracılık nasıl sonlandırılır [başlık] Eyaletinizin yasalarını okuyun. [adım] Eyalet yasanız bir kiracının tahliyesine ilişkin kuralları belirler. Eyalet yasanızı bulmak için bir internet arama motoruna "" eyaletiniz "" ve "" tahliye "" yazın.
Şıklar:
A. İmkanınız varsa eyaletinizin zamanaşımına bakın. [alt adımlar] Kaliforniya gibi çoğu eyalet, 18 yaşın üzerindeki kiracıların yılın herhangi bir zamanında kiracılıklarını feshetmelerine izin verir.
B. Eyaletinizin yasasını bulun ve aşağıdakileri arayın: [alt adımlar] Kiracıya ne kadar önceden bildirimde bulunmanız gerekir. Çoğu eyalet kiracılara kiralarını ödeme ve kendilerini yakalama şansı veriyor.
C. Hangi mülkü feshetmeniz gerektiğini belirleyen belirli yasalar olduğundan, diğer ev sahibiyle iletişime geçmeden önce bunları anlamalısınız. [alt adımlar] Örneğin, Alabama'da, kira sözleşmenizi doldurduktan sonraki iki yıl içinde kira sözleşmenizi feshetmeniz gerekir.
D. [alt adımlar] Tahliyenin iki ana türü vardır: dahili tahliye emri ve kiranın ödenmemesi emri. Dahili tahliye emri hızlı ve etkilidir; genellikle oturup yedi gün beklemenizi emreder.",Eyaletinizin yasasını bulun ve aşağıdakileri arayın: [alt adımlar] Kiracıya ne kadar önceden bildirimde bulunmanız gerekir. Çoğu eyalet kiracılara kiralarını ödeme ve kendilerini yakalama şansı veriyor.,"A. İmkanınız varsa eyaletinizin zamanaşımına bakın. [alt adımlar] Kaliforniya gibi çoğu eyalet, 18 yaşın üzerindeki kiracıların yılın herhangi bir zamanında kiracılıklarını feshetmelerine izin verir.",False
"Yan taraftan başlıyor, sonra kanepenin alt tarafından diğer tarafa geçiyor. adam
Şıklar:
A. daha sonra kanepenin baş dayanak kısmını bırakıp üstüne ve arasına püskürtün.
B. yorum yapar ve ardından yaprakları çöpten çıkarır ve her tarafında sarı yaprakları olan beyaz bir kovaya atar.
C. traş losyonunun yanı sıra araca da ışıklar koymaya başlar.
D. oyunu oynamaya başlar ve tahtayı hareket ettirerek hamlelerini oyuna ekler.",daha sonra kanepenin baş dayanak kısmını bırakıp üstüne ve arasına püskürtün.,A. daha sonra kanepenin baş dayanak kısmını bırakıp üstüne ve arasına püskürtün.,False
"[header] Mutfak bıçaklarınızın bakımını nasıl yapmalısınız? [title] Plastik veya ahşap kesme tahtaları kullanın. [adım] Çelik, seramik, granit veya çelik ne kadar göz alıcı görünse de, bunların hepsi bıçakları köreltebilen yüzeylerdir. [title] Bıçakları satır veya keski olarak kullanmaktan kaçının.
Şıklar:
A. [adım] Evet, bunlar kesici aletlerdir, ancak kemik veya donmuş herhangi bir şey gibi sert ve bükülmez ürünleri kesmek için kullanılamazlar. [başlık] Bıçakları lavaboda bırakmaktan kaçının.
B. [adım] Bunlar bıçağınıza zarar verebilir veya kullanım sırasında düşebilir. [başlık] Taban koruması için ince alüminyum dilimleri kesin.
C. [adım] Çeliği etkili bir şekilde körelten aletler genellikle bıçağınızı daha hızlı köreltir ve minoksidizasyon potansiyelini azaltır. Bıçakların keskinleştirilmesi işlemi, hem yapılmış hem de değiştirilebilir olmaları durumunda çok daha kolaydır.
D. [adım] Bu bıçaklar dilimleme, doğrama ve ezme içindir. Yatay olarak oturabilseler bile, bıçaklarınızı keserken veya keskinleştirirken bıçağın kenarı rahatça oturmayabilir.","[adım] Evet, bunlar kesici aletlerdir, ancak kemik veya donmuş herhangi bir şey gibi sert ve bükülmez ürünleri kesmek için kullanılamazlar. [başlık] Bıçakları lavaboda bırakmaktan kaçının.","A. [adım] Evet, bunlar kesici aletlerdir, ancak kemik veya donmuş herhangi bir şey gibi sert ve bükülmez ürünleri kesmek için kullanılamazlar. [başlık] Bıçakları lavaboda bırakmaktan kaçının.",False
"[header] Flörtten ilişkiye nasıl geçiş yapılır? [title] Partnerinize daha fazla dikkat edin. [adım] Cep telefonları, sosyal medya ve yoğun programlardan oluşan hızlı tempolu dünyanızda dikkatiniz çok fazla dağılmış olabilir. Bir ilişkiye başladığınızda dikkatinizi partnerinize daha fazla odaklamaya çalışın.
Şıklar:
A. Bu, eşinizle birlikteyken cep telefonunuzu bir kenara bırakmanız ve mesajlaşmayı bırakmanız gerektiği anlamına gelir. [alt adımlar] Bu, partnerinizin o anda olduğunuzu ve mümkün olduğunca orada olmak istediğinizi bilmesini sağlayacaktır.
B. Dikkatinizi kendinize değil partnerinize odaklayın. [alt adımlar] Örneğin, telefonunuzu partnerinizin dikkatini dağıtacak bir unsur olarak görebilirsiniz.
C. Eşinizle birlikte etkinliklere gidin ve mümkünse her ziyaretten sonra kahve ya da yemek alın. Partnerinize ara sıra en sevdiğiniz lezzetlerden birini sunun.
D. Önceliğinizin arkadaşlarınız veya romantik ilişkileriniz değil, partneriniz olduğunu kendinize hatırlatın. Bu, odak noktanızın nerede olduğunu bilmenizi sağlayacaktır.","Bu, eşinizle birlikteyken cep telefonunuzu bir kenara bırakmanız ve mesajlaşmayı bırakmanız gerektiği anlamına gelir. [alt adımlar] Bu, partnerinizin o anda olduğunuzu ve mümkün olduğunca orada olmak istediğinizi bilmesini sağlayacaktır.","B. Dikkatinizi kendinize değil partnerinize odaklayın. [alt adımlar] Örneğin, telefonunuzu partnerinizin dikkatini dağıtacak bir unsur olarak görebilirsiniz.",False
"[başlık] Cihazlar nasıl taşınır [başlık] Kapıya giden yolu temizleyin. [adım] Büyük cihazları taşıma görevi, sizi yavaşlatabilecek herhangi bir şeyle dolu bir rota nedeniyle karmaşık hale gelebilir. Bu özellikle yeni bir konuta taşınırken sorun yaratır.
Şıklar:
A. Yolunuza çıkan diğer cihazlar, mobilyalar veya kutular güvenliğinizi engelleyebilir ve programınızı bozabilir. Cihazı dışarıya güvenli bir şekilde taşımak için yeterince geniş bir rota oluşturun.
B. Büyük cihazları aktif olarak hareket ettirmeniz gerekiyor. Evinizin büyüklüğüne bağlı olarak, kapıya giden yolu temizlemek için karşıya geçmeniz gerekebilir.
C. Kapıya giden yolun net olması istenmeyen eşyalardan kurtulmayı kolaylaştırır. [alt adımlar] Kapıyı açmak yerine içeri girin.
D. Aşağıdaki öğeleri taşıyın: [alt adımlar] Takunyaların kesilmesi kilit plakalarını kilitler [başlık] Yakacak odun doğrayın. [adım] Eşyaları bir kenara koymak için, tüm yakacak odunları kesip gerisini bulmanız yeterlidir.","Yolunuza çıkan diğer cihazlar, mobilyalar veya kutular güvenliğinizi engelleyebilir ve programınızı bozabilir. Cihazı dışarıya güvenli bir şekilde taşımak için yeterince geniş bir rota oluşturun.","A. Yolunuza çıkan diğer cihazlar, mobilyalar veya kutular güvenliğinizi engelleyebilir ve programınızı bozabilir. Cihazı dışarıya güvenli bir şekilde taşımak için yeterince geniş bir rota oluşturun.",False
